title,artist,youtubeVideoId,appleMusicTrackId,appleMusicPreviewUrl,deezerTrackId,deezerPreviewUrl,durationSec,themes,lyrics
有一種悲傷,A-Lin,BRcudpJzy1I,1438207200,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1c/21/f6/1c21f6dd-f1ea-dfdc-8101-7ca17b9bd296/mzaf_2441576679989042092.plus.aac.p.m4a,564223932,"https://cdnt-preview.dzcdn.net/api/1/1/e/2/0/0/e20cf125765ec06cf223d5f820186640.mp3?hdnea=exp=1789844998~acl=/api/1/1/e/2/0/0/e20cf125765ec06cf223d5f820186640.mp3*~data=user_id=0,application_id=42~hmac=3e309023a824ccbacf057681f65208b7408eeb87330221f6b0c63a93db338426",241,華語流行;KTV必唱;失戀療傷;深夜EMO,
給我一個理由忘記,A-Lin,H3O4rREOZt8,930758262,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a8/b6/de/a8b6defd-10f6-4dc5-4d19-62ad54c7ec11/mzaf_1556431057544426627.plus.aac.p.m4a,,,287,華語流行;KTV必唱;失戀療傷;深夜EMO,
我知道,BY2,UyGJNeBcntk,1070826150,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/88/8d/c9/888dc99f-b4a1-e843-4e45-4125afb4e164/mzaf_18209670750050359946.plus.aac.p.m4a,143317190,"https://cdnt-preview.dzcdn.net/api/1/1/9/e/d/0/9edba83b59995608f05e40308a865c85.mp3?hdnea=exp=1789845003~acl=/api/1/1/9/e/d/0/9edba83b59995608f05e40308a865c85.mp3*~data=user_id=0,application_id=42~hmac=1c85d30841879c46979c4ceea7450ea4e46dd0daabd9ab611c04e349429371ab",245,失戀療傷;華語流行;經典必聽;KTV必唱,
雪Distance,Capper,NCuVko5Hw6w,1674697488,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ed/21/16/ed2116d9-2794-3603-51f2-7905df6f1441/mzaf_11191743421424167689.plus.aac.p.m4a,2169422197,"https://cdnt-preview.dzcdn.net/api/1/1/1/d/e/0/1de4ec6ae02d4e6d4b4a29cd8909846e.mp3?hdnea=exp=1789845005~acl=/api/1/1/1/d/e/0/1de4ec6ae02d4e6d4b4a29cd8909846e.mp3*~data=user_id=0,application_id=42~hmac=e4b9893b29e9dab33c379e5e40de5922f3cebd9d7a9e5747d3b76faea704f1fc",166,說唱饒舌,
來自天堂的魔鬼,G.E.M.,FWtbGkpdoP4,1053552399,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d8/3f/68/d83f6887-27a1-b127-84ae-341471e40cf2/mzaf_8414505929528707554.plus.aac.p.m4a,110680132,"https://cdnt-preview.dzcdn.net/api/1/1/e/d/7/0/ed7c8b37d202232323e76819bdc84749.mp3?hdnea=exp=1789845008~acl=/api/1/1/e/d/7/0/ed7c8b37d202232323e76819bdc84749.mp3*~data=user_id=0,application_id=42~hmac=18325b1556bf3cfa32784f114dc507412ab233b4cbc1204593ed5b68ba725cb2",257,華語流行;經典必聽;KTV必唱;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
倒數,G.E.M.,ma7r2HGqwXs,1422581998,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d2/70/22/d2702208-bfde-fb3e-d7cd-6b962ef40d36/mzaf_366523854842282670.plus.aac.p.m4a,536746492,"https://cdnt-preview.dzcdn.net/api/1/1/b/9/8/0/b982eb45b79211d23cefc3b2ff32c670.mp3?hdnea=exp=1789845010~acl=/api/1/1/b/9/8/0/b982eb45b79211d23cefc3b2ff32c670.mp3*~data=user_id=0,application_id=42~hmac=eb6aa01d78b2d1baf114eeb0221bc59f8db2dd289a58f280a8f69c177e43ae0d",242,華語流行;KTV必唱;熱血青春,
光年之外,G.E.M.,T4SimnaiktU,1818539844,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1e/13/92/1e139266-3e01-c65b-50e1-4db14bd86619/mzaf_14612426343664382047.plus.aac.p.m4a,139025897,"https://cdnt-preview.dzcdn.net/api/1/1/d/3/f/0/d3fd175c04cf93e8293796aab9ea2632.mp3?hdnea=exp=1789845012~acl=/api/1/1/d/3/f/0/d3fd175c04cf93e8293796aab9ea2632.mp3*~data=user_id=0,application_id=42~hmac=9f9cbbc7f2590e667cff70289abe8c3be685e4c2eb6c9f73bbfba8b50bc39899",236,華語流行;KTV必唱;熱血青春,
再見,G.E.M.,Lhel0tzHE08,1070300792,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5a/14/29/5a1429fa-7969-ffad-b5b8-c1266de77a42/mzaf_2707952760558695887.plus.aac.p.m4a,110680128,"https://cdnt-preview.dzcdn.net/api/1/1/3/e/4/0/3e490a990b7824e1c6c9ccd8aba052bc.mp3?hdnea=exp=1789845015~acl=/api/1/1/3/e/4/0/3e490a990b7824e1c6c9ccd8aba052bc.mp3*~data=user_id=0,application_id=42~hmac=d59a6823ac553c6914066b0c96206d10feab8d7d84b0f791ef295586497c7a49",206,華語流行;經典必聽;KTV必唱;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
喜歡你,G.E.M.,4OqXWzekVw4,1818539908,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f8/c3/66/f8c366a7-c24f-d408-1c8b-d706c52a2779/mzaf_10200984510696695871.plus.aac.p.m4a,87077817,"https://cdnt-preview.dzcdn.net/api/1/1/7/2/9/0/72977df7f0ac62e7e1763c1a6f085267.mp3?hdnea=exp=1789845017~acl=/api/1/1/7/2/9/0/72977df7f0ac62e7e1763c1a6f085267.mp3*~data=user_id=0,application_id=42~hmac=3267b9c6994ae4479149629a82ac7184272253bfc1e69370bb43a10c1da2afb7",270,華語流行;經典必聽;KTV必唱;R&B與節奏感;告白甜歌;熱血青春;城市夜行;通勤歌單;聚會合唱,
多遠都要在一起,G.E.M.,D9ksLn6hZ7Q,1053567928,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/44/fd/d8/44fdd8d6-6034-7213-5717-ee4b804eb8d8/mzaf_2585594036384074677.plus.aac.p.m4a,110680126,"https://cdnt-preview.dzcdn.net/api/1/1/3/c/6/0/3c622f49b30c0921af17f3eb30e7179c.mp3?hdnea=exp=1789845019~acl=/api/1/1/3/c/6/0/3c622f49b30c0921af17f3eb30e7179c.mp3*~data=user_id=0,application_id=42~hmac=b439d44e622541b04c52dbcf7306d7f139ebdbc8cd0db4a8e1fef87d5e2fba75",325,華語流行;經典必聽;KTV必唱;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
夜空中最亮的星,G.E.M.,j22AIr5KlTc,1534864471,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/74/3a/53/743a536e-12d2-a75a-6044-a138fd354a50/mzaf_44640652431100722.plus.aac.p.m4a,,,238,華語流行;經典必聽;KTV必唱;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
新的心跳,G.E.M.,vDR-e3W6ARc,1016376836,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5f/c2/fb/5fc2fbdb-33ed-1368-4fc5-2c51087da8d2/mzaf_7741341844804056153.plus.aac.p.m4a,110680130,"https://cdnt-preview.dzcdn.net/api/1/1/c/0/b/0/c0b4723f3bdd14862a3c2ce410966b69.mp3?hdnea=exp=1789845024~acl=/api/1/1/c/0/b/0/c0b4723f3bdd14862a3c2ce410966b69.mp3*~data=user_id=0,application_id=42~hmac=8c314f44ddf73c84ecf38324e8cd37505fecf65cc06cd79e12047d91323adaf1",314,華語流行;經典必聽;KTV必唱;R&B與節奏感;熱血青春;城市夜行;通勤歌單;聚會合唱,
泡沫,G.E.M.,mGeiABBB5f8,1818539839,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/44/4d/88/444d88e6-e511-b04c-4424-a589f3b6a155/mzaf_7534511337061462432.plus.aac.p.m4a,4058592111,"https://cdnt-preview.dzcdn.net/api/1/1/9/4/e/0/94e20382e14b8554c70dafbbd863668d.mp3?hdnea=exp=1789845026~acl=/api/1/1/9/4/e/0/94e20382e14b8554c70dafbbd863668d.mp3*~data=user_id=0,application_id=42~hmac=96ff6cc4dc21db48073d6acee536a427dc52a571a4ec35f26e449667a7a14ed5",259,華語流行;經典必聽;KTV必唱;R&B與節奏感;失戀療傷;深夜EMO;熱血青春;城市夜行;通勤歌單;聚會合唱,
我愛台妹,MC HotDog,z4nlIecbv-k,1777418894,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/8a/3f/b4/8a3fb4aa-b791-be0c-7ab5-fc85d927474e/mzaf_15941922410038295810.plus.aac.p.m4a,,,239,華語流行;說唱饒舌;R&B與節奏感;告白甜歌;熱血青春;城市夜行;通勤歌單,
Super Star,S.H.E,ShgAspeDRds,551570912,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/79/74/b2/7974b240-d160-d09c-34cb-8eaaac7ac489/mzaf_18341187977018790057.plus.aac.p.m4a,72258846,"https://cdnt-preview.dzcdn.net/api/1/1/d/1/5/0/d15ced179575bb2eceae320dd2c32a43.mp3?hdnea=exp=1789845031~acl=/api/1/1/d/1/5/0/d15ced179575bb2eceae320dd2c32a43.mp3*~data=user_id=0,application_id=42~hmac=530fd1f531df6063c7d1884deaf81badfce907db76101a9756ae7bf77c6c3122",227,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;熱血青春;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
中國話,S.H.E,3baofXUpIqM,551325898,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b9/90/a4/b990a46f-e2d7-05f3-99b4-cff044b02d23/mzaf_15892354089681939062.plus.aac.p.m4a,105515322,"https://cdnt-preview.dzcdn.net/api/1/1/d/7/7/0/d7792b3569b9716e123e2bd67ea57128.mp3?hdnea=exp=1789845033~acl=/api/1/1/d/7/7/0/d7792b3569b9716e123e2bd67ea57128.mp3*~data=user_id=0,application_id=42~hmac=2d1d4c5337c25f7656e83678e33c53d9e1d2846611adfc51d2a6a09df04d01d5",223,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;熱血青春;通勤歌單;聚會合唱,（請自行填入歌詞供 LYRIC_LINE 模式使用，避免著作權疑慮，此處不預先填入）
熱帶雨林,S.H.E,-vYQGxzNQmg,571889400,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/42/fa/75/42fa7516-0cf2-5e99-5941-40fdb52bcc09/mzaf_2528960527999933661.plus.aac.p.m4a,1213808502,"https://cdnt-preview.dzcdn.net/api/1/1/2/2/0/0/2200b12929fab3cb92adf288ecb5c240.mp3?hdnea=exp=1789845035~acl=/api/1/1/2/2/0/0/2200b12929fab3cb92adf288ecb5c240.mp3*~data=user_id=0,application_id=42~hmac=7a6c0a2768020079c2063cbc0c3fba68059958454db312bd75caf5973fa24d8a",278,華語流行;經典必聽;KTV必唱;跨年代金曲;R&B與節奏感;告白甜歌;熱血青春;通勤歌單;聚會合唱,
零距離的思念,TINY7,jEbSQwqDfjM,1862231822,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/06/28/4f/06284f67-75a7-f93c-5d93-9b0f177163f5/mzaf_1189197780051957838.plus.aac.p.m4a,3725882902,"https://cdnt-preview.dzcdn.net/api/1/1/2/a/a/0/2aac2bd842a9a3b3def5eb0862a1cebb.mp3?hdnea=exp=1789845038~acl=/api/1/1/2/a/a/0/2aac2bd842a9a3b3def5eb0862a1cebb.mp3*~data=user_id=0,application_id=42~hmac=fa33bc7f3b64f9a3158e780a26def69b25e58467b8984a1aafefc637ed2e0ab5",187,抖音神曲,
500天,九九,B5ner2-oBGQ,1610388337,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/53/07/f0/5307f036-d263-1e93-5c40-91449981ff33/mzaf_17460456948884838192.plus.aac.p.m4a,3178389251,"https://cdnt-preview.dzcdn.net/api/1/1/1/1/a/0/11a95410c97e77a18fbd6e997004c127.mp3?hdnea=exp=1789845040~acl=/api/1/1/1/1/a/0/11a95410c97e77a18fbd6e997004c127.mp3*~data=user_id=0,application_id=42~hmac=e371ab6d032ebf7133f96ec4adf61ca68a8fc9feecd541b5c282dbb148cf3502",258,KTV必唱;失戀療傷;深夜EMO;華語流行,
乾杯,五月天,DyNiujSHnOk,1081297130,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5a/65/68/5a6568fe-ffd9-d7c2-d552-abecf307e382/mzaf_8546411924806899679.plus.aac.p.m4a,,,386,華語流行;經典必聽;KTV必唱;跨年代金曲;聽團歌;告白甜歌;熱血青春;通勤歌單;聚會合唱,
好好（想把你寫成一首歌）,五月天,HxIct0i-CcA,1158763993,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e0/48/b0/e048b037-4dac-7c79-844a-0dde44145165/mzaf_4405275588406780265.plus.aac.p.m4a,,,226,華語流行;經典必聽;KTV必唱;跨年代金曲;聽團歌;告白甜歌;熱血青春;通勤歌單;聚會合唱,
如果我們不曾相遇,五月天,zSWnNE0tkiw,1158763991,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/dd/4c/ed/dd4ced12-54ff-97ed-b78f-ac8ed4b861e8/mzaf_7341605380436980788.plus.aac.p.m4a,,,230,華語流行;經典必聽;KTV必唱;跨年代金曲;聽團歌;告白甜歌;熱血青春;通勤歌單;聚會合唱,
如煙,五月天,Qd9YGu3FWgc,1081381275,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f1/77/ed/f177ed1f-f5c8-8e50-2b0b-e3739a4e2559/mzaf_14377944414817154819.plus.aac.p.m4a,,,320,華語流行;經典必聽;KTV必唱;跨年代金曲;聽團歌;熱血青春;通勤歌單;聚會合唱,
後來的我們,五月天,PzVgfLLZ954,1158763996,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5e/1e/b2/5e1eb2ed-5761-783a-d5c1-6f9eef95edb3/mzaf_2179126581485006748.plus.aac.p.m4a,,,357,華語流行;經典必聽;KTV必唱;跨年代金曲;聽團歌;熱血青春;通勤歌單;聚會合唱,
我不願讓你一個人,五月天,qkOtQU1wb_Q,1081297131,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/26/bb/b1/26bbb1ea-bc09-30a5-65c4-7441afa10214/mzaf_6268297686634269571.plus.aac.p.m4a,,,267,華語流行;經典必聽;KTV必唱;跨年代金曲;聽團歌;熱血青春;通勤歌單;聚會合唱,
